id_living_municipality	id_working_municipality	number_of_people	living_municipality	living_voivodeship	working_municipality	working_voivodeship
0204015	1465011	31	Góra - obszar wiejski	Dolnośląskie	Warszawa	Mazowieckie
0204015	2461011	11	Góra - obszar wiejski	Dolnośląskie	Bielsko-Biała	Śląskie
0204015	3013044	32	Góra - obszar wiejski	Dolnośląskie	Rydzyna - miasto	Wielkopolskie
0204015	3013045	56	Góra - obszar wiejski	Dolnośląskie	Rydzyna - obszar wiejski	Wielkopolskie
0204015	3013052	19	Góra - obszar wiejski	Dolnośląskie	Święciechowa	Wielkopolskie
0204015	3022054	11	Góra - obszar wiejski	Dolnośląskie	Rawicz - miasto	Wielkopolskie
0204015	3022055	27	Góra - obszar wiejski	Dolnośląskie	Rawicz - obszar wiejski	Wielkopolskie
0204015	3063011	240	Góra - obszar wiejski	Dolnośląskie	Leszno	Wielkopolskie
0204015	3064011	30	Góra - obszar wiejski	Dolnośląskie	Poznań	Wielkopolskie
0204022	0203011	10	Jemielno	Dolnośląskie	Głogów	Dolnośląskie
0204022	0204014	40	Jemielno	Dolnośląskie	Góra - miasto	Dolnośląskie
0204022	0204015	12	Jemielno	Dolnośląskie	Góra - obszar wiejski	Dolnośląskie
0204022	0211011	39	Jemielno	Dolnośląskie	Lubin	Dolnośląskie
0204022	0211032	10	Jemielno	Dolnośląskie	Rudna	Dolnośląskie
0204022	0216044	21	Jemielno	Dolnośląskie	Polkowice - miasto	Dolnośląskie
0204022	0222022	11	Jemielno	Dolnośląskie	Wińsko	Dolnośląskie
0204022	0264011	31	Jemielno	Dolnośląskie	Wrocław	Dolnośląskie
0204022	3063011	15	Jemielno	Dolnośląskie	Leszno	Wielkopolskie
0204032	0203011	67	Niechlów	Dolnośląskie	Głogów	Dolnośląskie
0204032	0204014	101	Niechlów	Dolnośląskie	Góra - miasto	Dolnośląskie
0204032	0204015	19	Niechlów	Dolnośląskie	Góra - obszar wiejski	Dolnośląskie
0204032	0211011	17	Niechlów	Dolnośląskie	Lubin	Dolnośląskie
0204032	0216044	34	Niechlów	Dolnośląskie	Polkowice - miasto	Dolnośląskie
0204032	0264011	40	Niechlów	Dolnośląskie	Wrocław	Dolnośląskie
0204032	0812024	16	Niechlów	Dolnośląskie	Szlichtyngowa - miasto	Lubuskie
0204032	0812034	16	Niechlów	Dolnośląskie	Wschowa - miasto	Lubuskie
0204032	3063011	119	Niechlów	Dolnośląskie	Leszno	Wielkopolskie
0204044	0204014	34	Wąsosz - miasto	Dolnośląskie	Góra - miasto	Dolnośląskie
0204044	0204045	30	Wąsosz - miasto	Dolnośląskie	Wąsosz - obszar wiejski	Dolnośląskie
0204044	0211011	21	Wąsosz - miasto	Dolnośląskie	Lubin	Dolnośląskie
0204044	0223052	10	Wąsosz - miasto	Dolnośląskie	Kobierzyce	Dolnośląskie
0204044	0264011	19	Wąsosz - miasto	Dolnośląskie	Wrocław	Dolnośląskie
0204044	3022054	35	Wąsosz - miasto	Dolnośląskie	Rawicz - miasto	Wielkopolskie
0204044	3022055	18	Wąsosz - miasto	Dolnośląskie	Rawicz - obszar wiejski	Wielkopolskie
0204045	0204014	36	Wąsosz - obszar wiejski	Dolnośląskie	Góra - miasto	Dolnośląskie
0204045	0204044	133	Wąsosz - obszar wiejski	Dolnośląskie	Wąsosz - miasto	Dolnośląskie
0204045	0211011	15	Wąsosz - obszar wiejski	Dolnośląskie	Lubin	Dolnośląskie
0204045	0220064	11	Wąsosz - obszar wiejski	Dolnośląskie	Żmigród - miasto	Dolnośląskie
0204045	0222022	11	Wąsosz - obszar wiejski	Dolnośląskie	Wińsko	Dolnośląskie
0204045	0264011	63	Wąsosz - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
0204045	0862011	11	Wąsosz - obszar wiejski	Dolnośląskie	Zielona Góra	Lubuskie
0204045	3021062	10	Wąsosz - obszar wiejski	Dolnośląskie	Kleszczewo	Wielkopolskie
0204045	3022054	44	Wąsosz - obszar wiejski	Dolnośląskie	Rawicz - miasto	Wielkopolskie
0204045	3022055	44	Wąsosz - obszar wiejski	Dolnośląskie	Rawicz - obszar wiejski	Wielkopolskie
0204045	3063011	18	Wąsosz - obszar wiejski	Dolnośląskie	Leszno	Wielkopolskie
0205011	0205024	11	Jawor	Dolnośląskie	Bolków - miasto	Dolnośląskie
0205011	0205032	179	Jawor	Dolnośląskie	Męcinka	Dolnośląskie
0205011	0205042	101	Jawor	Dolnośląskie	Mściwojów	Dolnośląskie
0205011	0205052	104	Jawor	Dolnośląskie	Paszowice	Dolnośląskie
0205011	0205062	15	Jawor	Dolnośląskie	Wądroże Wielkie	Dolnośląskie
0205011	0209052	127	Jawor	Dolnośląskie	Legnickie Pole	Dolnośląskie
0205011	0211011	31	Jawor	Dolnośląskie	Lubin	Dolnośląskie
0205011	0216044	23	Jawor	Dolnośląskie	Polkowice - miasto	Dolnośląskie
0205011	0219011	11	Jawor	Dolnośląskie	Świdnica	Dolnośląskie
0205011	0219021	18	Jawor	Dolnośląskie	Świebodzice	Dolnośląskie
0205011	0219032	26	Jawor	Dolnośląskie	Dobromierz	Dolnośląskie
0205011	0219064	43	Jawor	Dolnośląskie	Strzegom - miasto	Dolnośląskie
0205011	0219065	103	Jawor	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
0205011	0223052	143	Jawor	Dolnośląskie	Kobierzyce	Dolnośląskie
0205011	0226021	22	Jawor	Dolnośląskie	Złotoryja	Dolnośląskie
0205011	0261011	11	Jawor	Dolnośląskie	Jelenia Góra	Dolnośląskie
0205011	0262011	581	Jawor	Dolnośląskie	Legnica	Dolnośląskie
0205011	0264011	274	Jawor	Dolnośląskie	Wrocław	Dolnośląskie
0205011	0265011	43	Jawor	Dolnośląskie	Wałbrzych	Dolnośląskie
0205011	1465011	56	Jawor	Dolnośląskie	Warszawa	Mazowieckie
0205011	2469011	11	Jawor	Dolnośląskie	Katowice	Śląskie
0205011	3021052	19	Jawor	Dolnośląskie	Dopiewo	Wielkopolskie
0205024	0205011	76	Bolków - miasto	Dolnośląskie	Jawor	Dolnośląskie
0205024	0205025	53	Bolków - miasto	Dolnośląskie	Bolków - obszar wiejski	Dolnośląskie
0205024	0206052	58	Bolków - miasto	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0205024	0207011	15	Bolków - miasto	Dolnośląskie	Kamienna Góra	Dolnośląskie
0205024	0219011	10	Bolków - miasto	Dolnośląskie	Świdnica	Dolnośląskie
0205024	0219021	17	Bolków - miasto	Dolnośląskie	Świebodzice	Dolnośląskie
0205024	0219032	35	Bolków - miasto	Dolnośląskie	Dobromierz	Dolnośląskie
0205024	0219064	16	Bolków - miasto	Dolnośląskie	Strzegom - miasto	Dolnośląskie
0205024	0219065	26	Bolków - miasto	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
0205024	0223052	22	Bolków - miasto	Dolnośląskie	Kobierzyce	Dolnośląskie
0205024	0261011	43	Bolków - miasto	Dolnośląskie	Jelenia Góra	Dolnośląskie
0205024	0262011	10	Bolków - miasto	Dolnośląskie	Legnica	Dolnośląskie
0205024	0264011	62	Bolków - miasto	Dolnośląskie	Wrocław	Dolnośląskie
0205024	0265011	41	Bolków - miasto	Dolnośląskie	Wałbrzych	Dolnośląskie
0205025	0205011	71	Bolków - obszar wiejski	Dolnośląskie	Jawor	Dolnośląskie
0205025	0205024	143	Bolków - obszar wiejski	Dolnośląskie	Bolków - miasto	Dolnośląskie
0205025	0205052	16	Bolków - obszar wiejski	Dolnośląskie	Paszowice	Dolnośląskie
0205025	0206052	153	Bolków - obszar wiejski	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0205025	0207011	21	Bolków - obszar wiejski	Dolnośląskie	Kamienna Góra	Dolnośląskie
0205025	0219021	16	Bolków - obszar wiejski	Dolnośląskie	Świebodzice	Dolnośląskie
0205025	0219032	32	Bolków - obszar wiejski	Dolnośląskie	Dobromierz	Dolnośląskie
0205025	0219064	11	Bolków - obszar wiejski	Dolnośląskie	Strzegom - miasto	Dolnośląskie
0205025	0219065	21	Bolków - obszar wiejski	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
0205025	0223052	14	Bolków - obszar wiejski	Dolnośląskie	Kobierzyce	Dolnośląskie
0205025	0261011	77	Bolków - obszar wiejski	Dolnośląskie	Jelenia Góra	Dolnośląskie
0205025	0262011	13	Bolków - obszar wiejski	Dolnośląskie	Legnica	Dolnośląskie
0205025	0264011	58	Bolków - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
0205025	0265011	51	Bolków - obszar wiejski	Dolnośląskie	Wałbrzych	Dolnośląskie
0205032	0205011	300	Męcinka	Dolnośląskie	Jawor	Dolnośląskie
0205032	0205052	13	Męcinka	Dolnośląskie	Paszowice	Dolnośląskie
0205032	0209052	35	Męcinka	Dolnośląskie	Legnickie Pole	Dolnośląskie
0205032	0211011	12	Męcinka	Dolnośląskie	Lubin	Dolnośląskie
0205032	0216044	13	Męcinka	Dolnośląskie	Polkowice - miasto	Dolnośląskie
0205032	0219032	10	Męcinka	Dolnośląskie	Dobromierz	Dolnośląskie
0205032	0219065	13	Męcinka	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
0205032	0226021	17	Męcinka	Dolnośląskie	Złotoryja	Dolnośląskie
0205032	0262011	163	Męcinka	Dolnośląskie	Legnica	Dolnośląskie
0205032	0264011	59	Męcinka	Dolnośląskie	Wrocław	Dolnośląskie
0205032	0265011	15	Męcinka	Dolnośląskie	Wałbrzych	Dolnośląskie
0205032	1465011	11	Męcinka	Dolnośląskie	Warszawa	Mazowieckie
0205032	3021052	13	Męcinka	Dolnośląskie	Dopiewo	Wielkopolskie
0205042	0205011	229	Mściwojów	Dolnośląskie	Jawor	Dolnośląskie
0205042	0205032	10	Mściwojów	Dolnośląskie	Męcinka	Dolnośląskie
0205042	0205052	11	Mściwojów	Dolnośląskie	Paszowice	Dolnośląskie
0205042	0209052	29	Mściwojów	Dolnośląskie	Legnickie Pole	Dolnośląskie
0205042	0219064	34	Mściwojów	Dolnośląskie	Strzegom - miasto	Dolnośląskie
0205042	0219065	43	Mściwojów	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
0205042	0223052	19	Mściwojów	Dolnośląskie	Kobierzyce	Dolnośląskie
0205042	0262011	67	Mściwojów	Dolnośląskie	Legnica	Dolnośląskie
0205042	0264011	58	Mściwojów	Dolnośląskie	Wrocław	Dolnośląskie
0205042	1465011	12	Mściwojów	Dolnośląskie	Warszawa	Mazowieckie
0205052	0205011	260	Paszowice	Dolnośląskie	Jawor	Dolnośląskie
0205052	0205024	14	Paszowice	Dolnośląskie	Bolków - miasto	Dolnośląskie
0205052	0205032	11	Paszowice	Dolnośląskie	Męcinka	Dolnośląskie
0205052	0205042	12	Paszowice	Dolnośląskie	Mściwojów	Dolnośląskie
0205052	0209052	18	Paszowice	Dolnośląskie	Legnickie Pole	Dolnośląskie
0205052	0219032	16	Paszowice	Dolnośląskie	Dobromierz	Dolnośląskie
0205052	0219064	11	Paszowice	Dolnośląskie	Strzegom - miasto	Dolnośląskie
0205052	0219065	25	Paszowice	Dolnośląskie	Strzegom - obszar wiejski	Dolnośląskie
0205052	0223052	14	Paszowice	Dolnośląskie	Kobierzyce	Dolnośląskie
0205052	0262011	57	Paszowice	Dolnośląskie	Legnica	Dolnośląskie
0205052	0264011	61	Paszowice	Dolnośląskie	Wrocław	Dolnośląskie
0205052	1465011	13	Paszowice	Dolnośląskie	Warszawa	Mazowieckie
0205062	0205011	70	Wądroże Wielkie	Dolnośląskie	Jawor	Dolnośląskie
0205062	0209052	70	Wądroże Wielkie	Dolnośląskie	Legnickie Pole	Dolnośląskie
0205062	0209082	14	Wądroże Wielkie	Dolnośląskie	Ruja	Dolnośląskie
0205062	0211011	14	Wądroże Wielkie	Dolnośląskie	Lubin	Dolnośląskie
0205062	0218032	21	Wądroże Wielkie	Dolnośląskie	Miękinia	Dolnośląskie
0205062	0218044	15	Wądroże Wielkie	Dolnośląskie	Środa Śląska - miasto	Dolnośląskie
0205062	0218045	18	Wądroże Wielkie	Dolnośląskie	Środa Śląska - obszar wiejski	Dolnośląskie
0205062	0218052	12	Wądroże Wielkie	Dolnośląskie	Udanin	Dolnośląskie
0205062	0219064	21	Wądroże Wielkie	Dolnośląskie	Strzegom - miasto	Dolnośląskie
0205062	0223052	63	Wądroże Wielkie	Dolnośląskie	Kobierzyce	Dolnośląskie
0205062	0262011	108	Wądroże Wielkie	Dolnośląskie	Legnica	Dolnośląskie
0205062	0264011	61	Wądroże Wielkie	Dolnośląskie	Wrocław	Dolnośląskie
0205062	0265011	13	Wądroże Wielkie	Dolnośląskie	Wałbrzych	Dolnośląskie
0205062	3022055	28	Wądroże Wielkie	Dolnośląskie	Rawicz - obszar wiejski	Wielkopolskie
0206011	0206021	33	Karpacz	Dolnośląskie	Kowary	Dolnośląskie
0206011	0206072	14	Karpacz	Dolnośląskie	Mysłakowice	Dolnośląskie
0206011	0206082	32	Karpacz	Dolnośląskie	Podgórzyn	Dolnośląskie
0206011	0261011	78	Karpacz	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206011	0264011	25	Karpacz	Dolnośląskie	Wrocław	Dolnośląskie
0206021	0206011	127	Kowary	Dolnośląskie	Karpacz	Dolnośląskie
0206021	0206052	35	Kowary	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0206021	0206062	10	Kowary	Dolnośląskie	Jeżów Sudecki	Dolnośląskie
0206021	0206072	101	Kowary	Dolnośląskie	Mysłakowice	Dolnośląskie
0206021	0206082	44	Kowary	Dolnośląskie	Podgórzyn	Dolnośląskie
0206021	0207011	13	Kowary	Dolnośląskie	Kamienna Góra	Dolnośląskie
0206021	0261011	294	Kowary	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206021	0262011	10	Kowary	Dolnośląskie	Legnica	Dolnośląskie
0206021	0264011	86	Kowary	Dolnośląskie	Wrocław	Dolnośląskie
0206021	0265011	14	Kowary	Dolnośląskie	Wałbrzych	Dolnośląskie
0206021	1434095	56	Kowary	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
0206021	1465011	16	Kowary	Dolnośląskie	Warszawa	Mazowieckie
0206021	3205072	20	Kowary	Dolnośląskie	Rewal	Zachodniopomorskie
0206031	0206011	15	Piechowice	Dolnośląskie	Karpacz	Dolnośląskie
0206031	0206021	32	Piechowice	Dolnośląskie	Kowary	Dolnośląskie
0206031	0206041	91	Piechowice	Dolnośląskie	Szklarska Poręba	Dolnośląskie
0206031	0206072	14	Piechowice	Dolnośląskie	Mysłakowice	Dolnośląskie
0206031	0206082	19	Piechowice	Dolnośląskie	Podgórzyn	Dolnośląskie
0206031	0206092	13	Piechowice	Dolnośląskie	Stara Kamienica	Dolnośląskie
0206031	0261011	335	Piechowice	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206031	0262011	14	Piechowice	Dolnośląskie	Legnica	Dolnośląskie
0206031	0264011	68	Piechowice	Dolnośląskie	Wrocław	Dolnośląskie
0206031	2469011	10	Piechowice	Dolnośląskie	Katowice	Śląskie
0206041	0206021	11	Szklarska Poręba	Dolnośląskie	Kowary	Dolnośląskie
0206041	0206031	32	Szklarska Poręba	Dolnośląskie	Piechowice	Dolnośląskie
0206041	0206072	10	Szklarska Poręba	Dolnośląskie	Mysłakowice	Dolnośląskie
0206041	0206092	12	Szklarska Poręba	Dolnośląskie	Stara Kamienica	Dolnośląskie
0206041	0208072	12	Szklarska Poręba	Dolnośląskie	Kłodzko	Dolnośląskie
0206041	0261011	102	Szklarska Poręba	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206041	0264011	27	Szklarska Poręba	Dolnośląskie	Wrocław	Dolnośląskie
0206052	0206021	26	Janowice Wielkie	Dolnośląskie	Kowary	Dolnośląskie
0206052	0206072	40	Janowice Wielkie	Dolnośląskie	Mysłakowice	Dolnośląskie
0206052	0261011	265	Janowice Wielkie	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206052	0264011	63	Janowice Wielkie	Dolnośląskie	Wrocław	Dolnośląskie
0206062	0206021	41	Jeżów Sudecki	Dolnośląskie	Kowary	Dolnośląskie
0206062	0206052	33	Jeżów Sudecki	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0206062	0206072	22	Jeżów Sudecki	Dolnośląskie	Mysłakowice	Dolnośląskie
0206062	0206082	12	Jeżów Sudecki	Dolnośląskie	Podgórzyn	Dolnośląskie
0206062	0206092	28	Jeżów Sudecki	Dolnośląskie	Stara Kamienica	Dolnośląskie
0206062	0261011	512	Jeżów Sudecki	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206062	0262011	11	Jeżów Sudecki	Dolnośląskie	Legnica	Dolnośląskie
0206062	0264011	123	Jeżów Sudecki	Dolnośląskie	Wrocław	Dolnośląskie
0206062	1465011	19	Jeżów Sudecki	Dolnośląskie	Warszawa	Mazowieckie
0206072	0206011	65	Mysłakowice	Dolnośląskie	Karpacz	Dolnośląskie
0206072	0206021	118	Mysłakowice	Dolnośląskie	Kowary	Dolnośląskie
0206072	0206041	10	Mysłakowice	Dolnośląskie	Szklarska Poręba	Dolnośląskie
0206072	0206052	75	Mysłakowice	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0206072	0206062	14	Mysłakowice	Dolnośląskie	Jeżów Sudecki	Dolnośląskie
0206072	0206082	56	Mysłakowice	Dolnośląskie	Podgórzyn	Dolnośląskie
0206072	0261011	565	Mysłakowice	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206072	0264011	106	Mysłakowice	Dolnośląskie	Wrocław	Dolnośląskie
0206072	0265011	11	Mysłakowice	Dolnośląskie	Wałbrzych	Dolnośląskie
0206072	1434095	16	Mysłakowice	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
0206072	1465011	18	Mysłakowice	Dolnośląskie	Warszawa	Mazowieckie
0206072	3205072	17	Mysłakowice	Dolnośląskie	Rewal	Zachodniopomorskie
0206082	0206011	119	Podgórzyn	Dolnośląskie	Karpacz	Dolnośląskie
0206082	0206021	53	Podgórzyn	Dolnośląskie	Kowary	Dolnośląskie
0206082	0206031	30	Podgórzyn	Dolnośląskie	Piechowice	Dolnośląskie
0206082	0206041	15	Podgórzyn	Dolnośląskie	Szklarska Poręba	Dolnośląskie
0206082	0206052	28	Podgórzyn	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0206082	0206062	10	Podgórzyn	Dolnośląskie	Jeżów Sudecki	Dolnośląskie
0206082	0206072	74	Podgórzyn	Dolnośląskie	Mysłakowice	Dolnośląskie
0206082	0261011	436	Podgórzyn	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206082	0262011	13	Podgórzyn	Dolnośląskie	Legnica	Dolnośląskie
0206082	0264011	81	Podgórzyn	Dolnośląskie	Wrocław	Dolnośląskie
0206082	0265011	11	Podgórzyn	Dolnośląskie	Wałbrzych	Dolnośląskie
0206082	1434095	19	Podgórzyn	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
0206082	1465011	20	Podgórzyn	Dolnośląskie	Warszawa	Mazowieckie
0206082	3205072	11	Podgórzyn	Dolnośląskie	Rewal	Zachodniopomorskie
0206092	0206021	29	Stara Kamienica	Dolnośląskie	Kowary	Dolnośląskie
0206092	0206031	89	Stara Kamienica	Dolnośląskie	Piechowice	Dolnośląskie
0206092	0206041	17	Stara Kamienica	Dolnośląskie	Szklarska Poręba	Dolnośląskie
0206092	0206052	31	Stara Kamienica	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0206092	0206072	13	Stara Kamienica	Dolnośląskie	Mysłakowice	Dolnośląskie
0206092	0206082	14	Stara Kamienica	Dolnośląskie	Podgórzyn	Dolnośląskie
0206092	0261011	314	Stara Kamienica	Dolnośląskie	Jelenia Góra	Dolnośląskie
0206092	0264011	70	Stara Kamienica	Dolnośląskie	Wrocław	Dolnośląskie
0206092	0265011	12	Stara Kamienica	Dolnośląskie	Wałbrzych	Dolnośląskie
0206092	1465011	11	Stara Kamienica	Dolnośląskie	Warszawa	Mazowieckie
0207011	0206041	11	Kamienna Góra	Dolnośląskie	Szklarska Poręba	Dolnośląskie
0207011	0206052	70	Kamienna Góra	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0207011	0207022	390	Kamienna Góra	Dolnośląskie	Kamienna Góra	Dolnośląskie
0207011	0207034	79	Kamienna Góra	Dolnośląskie	Lubawka - miasto	Dolnośląskie
0207011	0207042	49	Kamienna Góra	Dolnośląskie	Marciszów	Dolnośląskie
0207011	0221042	46	Kamienna Góra	Dolnośląskie	Czarny Bór	Dolnośląskie
0207011	0261011	79	Kamienna Góra	Dolnośląskie	Jelenia Góra	Dolnośląskie
0207011	0262011	13	Kamienna Góra	Dolnośląskie	Legnica	Dolnośląskie
0207011	0264011	125	Kamienna Góra	Dolnośląskie	Wrocław	Dolnośląskie
0207011	0265011	230	Kamienna Góra	Dolnośląskie	Wałbrzych	Dolnośląskie
0207011	1465011	20	Kamienna Góra	Dolnośląskie	Warszawa	Mazowieckie
0207022	0206041	30	Kamienna Góra	Dolnośląskie	Szklarska Poręba	Dolnośląskie
0207022	0206052	23	Kamienna Góra	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0207022	0207011	664	Kamienna Góra	Dolnośląskie	Kamienna Góra	Dolnośląskie
0207022	0207034	95	Kamienna Góra	Dolnośląskie	Lubawka - miasto	Dolnośląskie
0207022	0207035	16	Kamienna Góra	Dolnośląskie	Lubawka - obszar wiejski	Dolnośląskie
0207022	0207042	26	Kamienna Góra	Dolnośląskie	Marciszów	Dolnośląskie
0207022	0216015	12	Kamienna Góra	Dolnośląskie	Chocianów - obszar wiejski	Dolnośląskie
0207022	0221042	19	Kamienna Góra	Dolnośląskie	Czarny Bór	Dolnośląskie
0207022	0261011	38	Kamienna Góra	Dolnośląskie	Jelenia Góra	Dolnośląskie
0207022	0264011	93	Kamienna Góra	Dolnośląskie	Wrocław	Dolnośląskie
0207022	0265011	130	Kamienna Góra	Dolnośląskie	Wałbrzych	Dolnośląskie
0207022	1434095	10	Kamienna Góra	Dolnośląskie	Radzymin - obszar wiejski	Mazowieckie
0207034	0206052	22	Lubawka - miasto	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0207034	0207011	201	Lubawka - miasto	Dolnośląskie	Kamienna Góra	Dolnośląskie
0207034	0207022	101	Lubawka - miasto	Dolnośląskie	Kamienna Góra	Dolnośląskie
0207034	0207035	24	Lubawka - miasto	Dolnośląskie	Lubawka - obszar wiejski	Dolnośląskie
0207034	0212034	10	Lubawka - miasto	Dolnośląskie	Lwówek Śląski - miasto	Dolnośląskie
0207034	0261011	31	Lubawka - miasto	Dolnośląskie	Jelenia Góra	Dolnośląskie
0207034	0264011	61	Lubawka - miasto	Dolnośląskie	Wrocław	Dolnośląskie
0207034	0265011	34	Lubawka - miasto	Dolnośląskie	Wałbrzych	Dolnośląskie
0207035	0206021	12	Lubawka - obszar wiejski	Dolnośląskie	Kowary	Dolnośląskie
0207035	0206052	20	Lubawka - obszar wiejski	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0207035	0207011	220	Lubawka - obszar wiejski	Dolnośląskie	Kamienna Góra	Dolnośląskie
0207035	0207022	158	Lubawka - obszar wiejski	Dolnośląskie	Kamienna Góra	Dolnośląskie
0207035	0207034	211	Lubawka - obszar wiejski	Dolnośląskie	Lubawka - miasto	Dolnośląskie
0207035	0261011	25	Lubawka - obszar wiejski	Dolnośląskie	Jelenia Góra	Dolnośląskie
0207035	0264011	61	Lubawka - obszar wiejski	Dolnośląskie	Wrocław	Dolnośląskie
0207035	0265011	39	Lubawka - obszar wiejski	Dolnośląskie	Wałbrzych	Dolnośląskie
0207042	0205011	12	Marciszów	Dolnośląskie	Jawor	Dolnośląskie
0207042	0206052	119	Marciszów	Dolnośląskie	Janowice Wielkie	Dolnośląskie
0207042	0207011	169	Marciszów	Dolnośląskie	Kamienna Góra	Dolnośląskie
