number-of-people	living-municipality	living-voivodeship	working-municipality	working-voivodeship
245	Niwiska	Podkarpackie	Kolbuszowa - miasto	Podkarpackie
60	Niwiska	Podkarpackie	Kolbuszowa - obszar wiejski	Podkarpackie
274	Niwiska	Podkarpackie	Mielec	Podkarpackie
10	Niwiska	Podkarpackie	Przecław - obszar wiejski	Podkarpackie
59	Niwiska	Podkarpackie	Rzeszów	Podkarpackie
117	Raniżów	Podkarpackie	Warszawa	Mazowieckie
120	Raniżów	Podkarpackie	Kolbuszowa - miasto	Podkarpackie
21	Raniżów	Podkarpackie	Kolbuszowa - obszar wiejski	Podkarpackie
10	Raniżów	Podkarpackie	Dzikowiec	Podkarpackie
14	Raniżów	Podkarpackie	Głogów Małopolski - miasto	Podkarpackie
55	Raniżów	Podkarpackie	Głogów Małopolski - obszar wiejski	Podkarpackie
27	Raniżów	Podkarpackie	Sokołów Małopolski - miasto	Podkarpackie
10	Raniżów	Podkarpackie	Sokołów Małopolski - obszar wiejski	Podkarpackie
22	Raniżów	Podkarpackie	Trzebownisko	Podkarpackie
10	Raniżów	Podkarpackie	Stalowa Wola	Podkarpackie
211	Raniżów	Podkarpackie	Rzeszów	Podkarpackie
66	Dzikowiec	Podkarpackie	Warszawa	Mazowieckie
22	Dzikowiec	Podkarpackie	Cmolas	Podkarpackie
222	Dzikowiec	Podkarpackie	Kolbuszowa - miasto	Podkarpackie
33	Dzikowiec	Podkarpackie	Kolbuszowa - obszar wiejski	Podkarpackie
18	Dzikowiec	Podkarpackie	Raniżów	Podkarpackie
12	Dzikowiec	Podkarpackie	Mielec	Podkarpackie
12	Dzikowiec	Podkarpackie	Tuszów Narodowy	Podkarpackie
104	Dzikowiec	Podkarpackie	Stalowa Wola	Podkarpackie
47	Dzikowiec	Podkarpackie	Nowa Dęba - miasto	Podkarpackie
57	Dzikowiec	Podkarpackie	Rzeszów	Podkarpackie
11	Dzikowiec	Podkarpackie	Tarnobrzeg	Podkarpackie
10	Chorkówka	Podkarpackie	Trzebinia - miasto	Małopolskie
23	Chorkówka	Podkarpackie	Kraków	Małopolskie
43	Chorkówka	Podkarpackie	Warszawa	Mazowieckie
10	Chorkówka	Podkarpackie	Brzozów - miasto	Podkarpackie
51	Chorkówka	Podkarpackie	Jasło	Podkarpackie
15	Chorkówka	Podkarpackie	Tarnowiec	Podkarpackie
24	Chorkówka	Podkarpackie	Dukla - miasto	Podkarpackie
32	Chorkówka	Podkarpackie	Dukla - obszar wiejski	Podkarpackie
13	Chorkówka	Podkarpackie	Iwonicz-Zdrój - miasto	Podkarpackie
23	Chorkówka	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
68	Chorkówka	Podkarpackie	Jedlicze - miasto	Podkarpackie
24	Chorkówka	Podkarpackie	Jedlicze - obszar wiejski	Podkarpackie
27	Chorkówka	Podkarpackie	Korczyna	Podkarpackie
50	Chorkówka	Podkarpackie	Miejsce Piastowe	Podkarpackie
14	Chorkówka	Podkarpackie	Rymanów - miasto	Podkarpackie
19	Chorkówka	Podkarpackie	Wojaszówka	Podkarpackie
29	Chorkówka	Podkarpackie	Sanok	Podkarpackie
1544	Chorkówka	Podkarpackie	Krosno	Podkarpackie
236	Chorkówka	Podkarpackie	Rzeszów	Podkarpackie
11	Chorkówka	Podkarpackie	Piła	Wielkopolskie
55	Dukla - miasto	Podkarpackie	Dukla - obszar wiejski	Podkarpackie
12	Dukla - miasto	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
11	Dukla - miasto	Podkarpackie	Miejsce Piastowe	Podkarpackie
122	Dukla - miasto	Podkarpackie	Krosno	Podkarpackie
14	Dukla - miasto	Podkarpackie	Przemyśl	Podkarpackie
28	Dukla - miasto	Podkarpackie	Rzeszów	Podkarpackie
16	Dukla - obszar wiejski	Podkarpackie	Lublin	Lubelskie
25	Dukla - obszar wiejski	Podkarpackie	Kraków	Małopolskie
39	Dukla - obszar wiejski	Podkarpackie	Warszawa	Mazowieckie
12	Dukla - obszar wiejski	Podkarpackie	Dębica	Podkarpackie
23	Dukla - obszar wiejski	Podkarpackie	Jasło	Podkarpackie
17	Dukla - obszar wiejski	Podkarpackie	Kolbuszowa - miasto	Podkarpackie
78	Dukla - obszar wiejski	Podkarpackie	Chorkówka	Podkarpackie
355	Dukla - obszar wiejski	Podkarpackie	Dukla - miasto	Podkarpackie
18	Dukla - obszar wiejski	Podkarpackie	Iwonicz-Zdrój - miasto	Podkarpackie
104	Dukla - obszar wiejski	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
12	Dukla - obszar wiejski	Podkarpackie	Jedlicze - miasto	Podkarpackie
18	Dukla - obszar wiejski	Podkarpackie	Korczyna	Podkarpackie
105	Dukla - obszar wiejski	Podkarpackie	Miejsce Piastowe	Podkarpackie
27	Dukla - obszar wiejski	Podkarpackie	Rymanów - miasto	Podkarpackie
41	Dukla - obszar wiejski	Podkarpackie	Sanok	Podkarpackie
862	Dukla - obszar wiejski	Podkarpackie	Krosno	Podkarpackie
23	Dukla - obszar wiejski	Podkarpackie	Przemyśl	Podkarpackie
160	Dukla - obszar wiejski	Podkarpackie	Rzeszów	Podkarpackie
36	Iwonicz-Zdrój - miasto	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
12	Iwonicz-Zdrój - miasto	Podkarpackie	Miejsce Piastowe	Podkarpackie
70	Iwonicz-Zdrój - miasto	Podkarpackie	Krosno	Podkarpackie
18	Iwonicz-Zdrój - miasto	Podkarpackie	Rzeszów	Podkarpackie
12	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Legnica	Dolnośląskie
16	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Wrocław	Dolnośląskie
17	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Kraków	Małopolskie
34	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Warszawa	Mazowieckie
10	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Jasło	Podkarpackie
22	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Chorkówka	Podkarpackie
32	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Dukla - miasto	Podkarpackie
15	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Dukla - obszar wiejski	Podkarpackie
235	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Iwonicz-Zdrój - miasto	Podkarpackie
14	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Krościenko Wyżne	Podkarpackie
103	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Miejsce Piastowe	Podkarpackie
40	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Rymanów - miasto	Podkarpackie
40	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Rymanów - obszar wiejski	Podkarpackie
20	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Sanok	Podkarpackie
631	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Krosno	Podkarpackie
118	Iwonicz-Zdrój - obszar wiejski	Podkarpackie	Rzeszów	Podkarpackie
13	Jedlicze - miasto	Podkarpackie	Warszawa	Mazowieckie
33	Jedlicze - miasto	Podkarpackie	Jasło	Podkarpackie
27	Jedlicze - miasto	Podkarpackie	Chorkówka	Podkarpackie
56	Jedlicze - miasto	Podkarpackie	Jedlicze - obszar wiejski	Podkarpackie
20	Jedlicze - miasto	Podkarpackie	Wojaszówka	Podkarpackie
11	Jedlicze - miasto	Podkarpackie	Sanok	Podkarpackie
471	Jedlicze - miasto	Podkarpackie	Krosno	Podkarpackie
101	Jedlicze - miasto	Podkarpackie	Rzeszów	Podkarpackie
66	Jedlicze - obszar wiejski	Podkarpackie	Trzebinia - miasto	Małopolskie
47	Jedlicze - obszar wiejski	Podkarpackie	Kraków	Małopolskie
13	Jedlicze - obszar wiejski	Podkarpackie	Tarnów	Małopolskie
31	Jedlicze - obszar wiejski	Podkarpackie	Płock	Mazowieckie
25	Jedlicze - obszar wiejski	Podkarpackie	Warszawa	Mazowieckie
10	Jedlicze - obszar wiejski	Podkarpackie	Dębica	Podkarpackie
57	Jedlicze - obszar wiejski	Podkarpackie	Jasło	Podkarpackie
26	Jedlicze - obszar wiejski	Podkarpackie	Tarnowiec	Podkarpackie
40	Jedlicze - obszar wiejski	Podkarpackie	Chorkówka	Podkarpackie
15	Jedlicze - obszar wiejski	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
267	Jedlicze - obszar wiejski	Podkarpackie	Jedlicze - miasto	Podkarpackie
13	Jedlicze - obszar wiejski	Podkarpackie	Korczyna	Podkarpackie
24	Jedlicze - obszar wiejski	Podkarpackie	Miejsce Piastowe	Podkarpackie
55	Jedlicze - obszar wiejski	Podkarpackie	Wojaszówka	Podkarpackie
13	Jedlicze - obszar wiejski	Podkarpackie	Sanok	Podkarpackie
14	Jedlicze - obszar wiejski	Podkarpackie	Stalowa Wola	Podkarpackie
1007	Jedlicze - obszar wiejski	Podkarpackie	Krosno	Podkarpackie
204	Jedlicze - obszar wiejski	Podkarpackie	Rzeszów	Podkarpackie
16	Korczyna	Podkarpackie	Kraków	Małopolskie
50	Korczyna	Podkarpackie	Warszawa	Mazowieckie
30	Korczyna	Podkarpackie	Brzozów - miasto	Podkarpackie
15	Korczyna	Podkarpackie	Haczów	Podkarpackie
31	Korczyna	Podkarpackie	Jasienica Rosielna	Podkarpackie
16	Korczyna	Podkarpackie	Dębica	Podkarpackie
22	Korczyna	Podkarpackie	Jasło	Podkarpackie
14	Korczyna	Podkarpackie	Kolbuszowa - miasto	Podkarpackie
22	Korczyna	Podkarpackie	Chorkówka	Podkarpackie
20	Korczyna	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
16	Korczyna	Podkarpackie	Jedlicze - miasto	Podkarpackie
51	Korczyna	Podkarpackie	Krościenko Wyżne	Podkarpackie
62	Korczyna	Podkarpackie	Miejsce Piastowe	Podkarpackie
12	Korczyna	Podkarpackie	Rymanów - miasto	Podkarpackie
10	Korczyna	Podkarpackie	Rymanów - obszar wiejski	Podkarpackie
18	Korczyna	Podkarpackie	Wojaszówka	Podkarpackie
12	Korczyna	Podkarpackie	Boguchwała - miasto	Podkarpackie
12	Korczyna	Podkarpackie	Trzebownisko	Podkarpackie
28	Korczyna	Podkarpackie	Sanok	Podkarpackie
12	Korczyna	Podkarpackie	Stalowa Wola	Podkarpackie
1162	Korczyna	Podkarpackie	Krosno	Podkarpackie
12	Korczyna	Podkarpackie	Przemyśl	Podkarpackie
212	Korczyna	Podkarpackie	Rzeszów	Podkarpackie
13	Korczyna	Podkarpackie	Piła	Wielkopolskie
16	Krościenko Wyżne	Podkarpackie	Warszawa	Mazowieckie
10	Krościenko Wyżne	Podkarpackie	Brzozów - miasto	Podkarpackie
14	Krościenko Wyżne	Podkarpackie	Jasło	Podkarpackie
13	Krościenko Wyżne	Podkarpackie	Iwonicz-Zdrój - miasto	Podkarpackie
26	Krościenko Wyżne	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
39	Krościenko Wyżne	Podkarpackie	Korczyna	Podkarpackie
62	Krościenko Wyżne	Podkarpackie	Miejsce Piastowe	Podkarpackie
17	Krościenko Wyżne	Podkarpackie	Sanok	Podkarpackie
690	Krościenko Wyżne	Podkarpackie	Krosno	Podkarpackie
98	Krościenko Wyżne	Podkarpackie	Rzeszów	Podkarpackie
11	Miejsce Piastowe	Podkarpackie	Wrocław	Dolnośląskie
20	Miejsce Piastowe	Podkarpackie	Kraków	Małopolskie
70	Miejsce Piastowe	Podkarpackie	Warszawa	Mazowieckie
29	Miejsce Piastowe	Podkarpackie	Jasło	Podkarpackie
28	Miejsce Piastowe	Podkarpackie	Chorkówka	Podkarpackie
38	Miejsce Piastowe	Podkarpackie	Dukla - miasto	Podkarpackie
22	Miejsce Piastowe	Podkarpackie	Dukla - obszar wiejski	Podkarpackie
52	Miejsce Piastowe	Podkarpackie	Iwonicz-Zdrój - miasto	Podkarpackie
100	Miejsce Piastowe	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
18	Miejsce Piastowe	Podkarpackie	Jedlicze - miasto	Podkarpackie
13	Miejsce Piastowe	Podkarpackie	Jedlicze - obszar wiejski	Podkarpackie
33	Miejsce Piastowe	Podkarpackie	Korczyna	Podkarpackie
32	Miejsce Piastowe	Podkarpackie	Krościenko Wyżne	Podkarpackie
60	Miejsce Piastowe	Podkarpackie	Rymanów - miasto	Podkarpackie
37	Miejsce Piastowe	Podkarpackie	Rymanów - obszar wiejski	Podkarpackie
15	Miejsce Piastowe	Podkarpackie	Wojaszówka	Podkarpackie
61	Miejsce Piastowe	Podkarpackie	Sanok	Podkarpackie
1360	Miejsce Piastowe	Podkarpackie	Krosno	Podkarpackie
257	Miejsce Piastowe	Podkarpackie	Rzeszów	Podkarpackie
13	Miejsce Piastowe	Podkarpackie	Tarnobrzeg	Podkarpackie
17	Miejsce Piastowe	Podkarpackie	Piła	Wielkopolskie
10	Rymanów - miasto	Podkarpackie	Kraków	Małopolskie
14	Rymanów - miasto	Podkarpackie	Brzozów - miasto	Podkarpackie
14	Rymanów - miasto	Podkarpackie	Iwonicz-Zdrój - miasto	Podkarpackie
22	Rymanów - miasto	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
18	Rymanów - miasto	Podkarpackie	Miejsce Piastowe	Podkarpackie
125	Rymanów - miasto	Podkarpackie	Rymanów - obszar wiejski	Podkarpackie
39	Rymanów - miasto	Podkarpackie	Sanok	Podkarpackie
151	Rymanów - miasto	Podkarpackie	Krosno	Podkarpackie
27	Rymanów - miasto	Podkarpackie	Rzeszów	Podkarpackie
30	Rymanów - obszar wiejski	Podkarpackie	Wrocław	Dolnośląskie
38	Rymanów - obszar wiejski	Podkarpackie	Kraków	Małopolskie
35	Rymanów - obszar wiejski	Podkarpackie	Warszawa	Mazowieckie
23	Rymanów - obszar wiejski	Podkarpackie	Brzozów - miasto	Podkarpackie
13	Rymanów - obszar wiejski	Podkarpackie	Haczów	Podkarpackie
16	Rymanów - obszar wiejski	Podkarpackie	Jasło	Podkarpackie
16	Rymanów - obszar wiejski	Podkarpackie	Chorkówka	Podkarpackie
48	Rymanów - obszar wiejski	Podkarpackie	Iwonicz-Zdrój - miasto	Podkarpackie
86	Rymanów - obszar wiejski	Podkarpackie	Iwonicz-Zdrój - obszar wiejski	Podkarpackie
11	Rymanów - obszar wiejski	Podkarpackie	Korczyna	Podkarpackie
12	Rymanów - obszar wiejski	Podkarpackie	Krościenko Wyżne	Podkarpackie
61	Rymanów - obszar wiejski	Podkarpackie	Miejsce Piastowe	Podkarpackie
534	Rymanów - obszar wiejski	Podkarpackie	Rymanów - miasto	Podkarpackie
155	Rymanów - obszar wiejski	Podkarpackie	Sanok	Podkarpackie
52	Rymanów - obszar wiejski	Podkarpackie	Besko	Podkarpackie
19	Rymanów - obszar wiejski	Podkarpackie	Zarszyn	Podkarpackie
575	Rymanów - obszar wiejski	Podkarpackie	Krosno	Podkarpackie
133	Rymanów - obszar wiejski	Podkarpackie	Rzeszów	Podkarpackie
13	Wojaszówka	Podkarpackie	Kraków	Małopolskie
24	Wojaszówka	Podkarpackie	Warszawa	Mazowieckie
17	Wojaszówka	Podkarpackie	Dębica	Podkarpackie
46	Wojaszówka	Podkarpackie	Jasło	Podkarpackie
10	Wojaszówka	Podkarpackie	Kolbuszowa - miasto	Podkarpackie
19	Wojaszówka	Podkarpackie	Chorkówka	Podkarpackie
21	Wojaszówka	Podkarpackie	Jedlicze - miasto	Podkarpackie
26	Wojaszówka	Podkarpackie	Jedlicze - obszar wiejski	Podkarpackie
21	Wojaszówka	Podkarpackie	Korczyna	Podkarpackie
24	Wojaszówka	Podkarpackie	Miejsce Piastowe	Podkarpackie
14	Wojaszówka	Podkarpackie	Sanok	Podkarpackie
28	Wojaszówka	Podkarpackie	Stalowa Wola	Podkarpackie
26	Wojaszówka	Podkarpackie	Frysztak	Podkarpackie
12	Wojaszówka	Podkarpackie	Strzyżów - miasto	Podkarpackie
1044	Wojaszówka	Podkarpackie	Krosno	Podkarpackie
187	Wojaszówka	Podkarpackie	Rzeszów	Podkarpackie
